app_name,category,reviewer_ratings,review_body
American Cancer Society FUNdraising,Lifestyle,5," I highly recommend this app to anyone who is a serious fundraiser for ACS. It combines features across all possible ways of fundraising  - accepting credit card donations directly from people at the spur of the moment, reaching out to your contacts, processing paper checks, checking team status, sen...Full ReviewI highly recommend this app to anyone who is a serious fundraiser for ACS. It combines features across all possible ways of fundraising  - accepting credit card donations directly from people at the spur of the moment, reaching out to your contacts, processing paper checks, checking team status, sending receipts, adding photos to your page, sending event coordinates...   Plus, you can put it in your pocket. Sure, it's not perfect, but nothing ever is."
American Cancer Society FUNdraising,Lifestyle,1," Great idea but not only does it not work,  but now I can't get to the original Relay For Life app to work.  This app is always prompting me to download now, even though it shows is already installed. ..very frustrating!"
American Cancer Society FUNdraising,Lifestyle,5," I am a Cancer Survivor as of 2002. I had my daughter on 6-26-2002. Then in 
2004 Emily Elizabeth Burnett also saved her grandmother Barboura Burnett by 
having put off her breasts exam until 2005 were we found out the she had 
breast cancer."
American Cancer Society FUNdraising,Lifestyle,3, This app worked great until I bought a new phone.  Now I can't even open the app to fundraise.  I have relay for Life event happening in two months and have not been able to share this to get donations.  Please help.  My last phone was an Android and still have an Android.
American Cancer Society FUNdraising,Lifestyle,2," It was working great about a month ago, but now I can't get passed the log in screen.  Same issues as many others apparently. Unfortunate - I was really hoping this would be helpful. Deleted it."
American Cancer Society FUNdraising,Lifestyle,1, Really wish I could use this app. The old one no longer works and this one is not compatible with any of my families 3 tablets answer 3 smart phones. 6 devices and not one that I can use this on. Seems stupid to make it so people cannot even do anything to help their team out.
American Cancer Society FUNdraising,Lifestyle,5,Thank you for this app Just found out that I have second stage breast cancer and this is going to help me out a lot thank you very much I have never used it but I surely will Now.. I will be having surgery next week everyone keep me up in your prayers thank you
American Cancer Society FUNdraising,Lifestyle,1,"Not an Improvement Able to use the app once, but after that it kept locking up on blue entrance screen. User interface not nearly as interactive as other apps."
American Cancer Society FUNdraising,Lifestyle,1, New to using this and it won't let you log in. Seem that a lot of people are having the same problem. PLEASE fix your app.
American Cancer Society FUNdraising,Lifestyle,1,Logging in Keeps telling me my password and I'd don't match.  So I reset it and I get the same results.  PLEASE HELP!!!
American Cancer Society FUNdraising,Lifestyle,1, Unable to log in. How do you set your username and password?
American Cancer Society FUNdraising,Lifestyle,1, I donated and it didnt get credited to my girlfriends team
American Cancer Society FUNdraising,Lifestyle,5,Great way to raise funds This app helped us obtain more donations than before.
American Cancer Society FUNdraising,Lifestyle,1,"Doesn't work Can't scan checks, and doesn't work half the time. Last year it was so much better!"
American Cancer Society FUNdraising,Lifestyle,2, Lots of bugs. Won't run correctly half of the time.
American Cancer Society FUNdraising,Lifestyle,1," I've downloaded it, deleted it, downloaded it again and repeat 3 more times. It WILL NOT show this year at all. It always go right back to 2016."
American Cancer Society FUNdraising,Lifestyle,4, Works great but it didn't work in Android 7.  ACS said they will have a fix in less than a week from now.
American Cancer Society FUNdraising,Lifestyle,1, I downloaded this app to help get donations but it won't even log me in. What use is it if it won't log in to your account?
American Cancer Society FUNdraising,Lifestyle,2, Unhelpful..This doesn't work correctly.
American Cancer Society FUNdraising,Lifestyle,1,Can't log in I am registered and have a team and the app will not get past the log in page.
American Cancer Society FUNdraising,Lifestyle,1, I couldn't even open the app. I tried 4 times then deleted right away.
American Cancer Society FUNdraising,Lifestyle,5, It has everything for me and my team
American Cancer Society FUNdraising,Lifestyle,1, I can't install this at all
American Cancer Society FUNdraising,Lifestyle,1, Not Android friendly!
American Cancer Society FUNdraising,Lifestyle,3,Excited New to me I pray people look me up!
American Cancer Society FUNdraising,Lifestyle,5, Good idea for people that can't make  the walk.  Thx
American Cancer Society FUNdraising,Lifestyle,5, FIRST TIME USERS BUT EASY TO ACCESS
American Cancer Society FUNdraising,Lifestyle,4," Good tool to take donations anytime, anywhere."
American Cancer Society FUNdraising,Lifestyle,5, I know I'm going to love this app
American Cancer Society FUNdraising,Lifestyle,5, God app
American Cancer Society FUNdraising,Lifestyle,5, Such a good cause
American Cancer Society FUNdraising,Lifestyle,5, Relay for Life
American Cancer Society FUNdraising,Lifestyle,4, Ok
American Cancer Society FUNdraising,Lifestyle,5, Survival
American Cancer Society FUNdraising,Lifestyle,5, Easy  to donate
American Cancer Society FUNdraising,Lifestyle,5, Great and convenient
American Cancer Society FUNdraising,Lifestyle,5, Love it
American Cancer Society FUNdraising,Lifestyle,5, great
Appy Weather,Weather,5," Shows you the weather information when you need it, in a visually appealing design. Lot of other weather apps bombard you with all unnessary information all at once, and it can make looking for what you need at that moment hard to find (and unpleasant to look at). For example, opening the Timeline s...Full ReviewShows you the weather information when you need it, in a visually appealing design. Lot of other weather apps bombard you with all unnessary information all at once, and it can make looking for what you need at that moment hard to find (and unpleasant to look at). For example, opening the Timeline shows detailed information about current weather conditions, and directly under that a ""card"" that shows conditions for the rest of the day graphically. Below that is another card that does the same for tomorrow in a clear and concise format. And rather than clutter the charts to show forecasts for each hour even though the temperature might be the same for the entire period -- that end up forcing you to scroll to see the rest of the day -- these chart summarize the period in a way only shows when there are increases or decreases, letting you see both the trends clearly. Brilliant! Even Dark Sky involved a lot of scrolling to see a single day's forecast (and only showed data every 2 hours anyway). Finally, the developer is extremely responsive and committed to future development of the app. So glad I found my new weather app. And great widgets too!"
